t,verbo,rajada,religa_s,conf1_s,conf2_s,bat,vcc,vccmin,rst,boots,bods,cuts,erro,repouso
21:30:36,ABRIR,0,0.29,0.42,11.92,3.79,4979,4979,B,0,0,0,,90
21:32:25,FECHAR,0,0.29,0.42,11.93,3.78,4979,4979,B,1,1,1,,420
21:39:44,ABRIR,0,0.29,0.42,11.88,3.78,4979,4979,B,3,3,1,,90
21:41:33,FECHAR,0,0.29,0.41,11.89,3.78,4979,4979,B,4,4,2,,90
21:43:21,ABRIR,1,0.29,1.2,11.93,3.79,,,,,,,,90
21:45:18,FECHAR,0,0.28,0.41,11.93,3.78,4979,4979,B,6,6,4,,300
